epoch,learning_rate,loss,mean_f1,mean_iou,val_loss,val_mean_f1,val_mean_iou
0,0.0010000000474974513,0.37414222955703735,0.037471894174814224,0.02281150408089161,0.39303070306777954,0.00024748692521825433,0.0001254647213499993
1,0.0010000000474974513,0.3076632022857666,0.22824563086032867,0.14031438529491425,0.3915935754776001,0.011886145919561386,0.00671738013625145
2,0.0010000000474974513,0.22323697805404663,0.44393089413642883,0.3067929446697235,0.18198846280574799,0.5517496466636658,0.40250298380851746
3,0.0010000000474974513,0.1434451788663864,0.6449233889579773,0.49602940678596497,0.13986551761627197,0.6539934873580933,0.5102851986885071
4,0.0010000000474974513,0.11690034717321396,0.7108074426651001,0.5715263485908508,0.1364021748304367,0.6667748689651489,0.5259585380554199
5,0.0010000000474974513,0.10448604077100754,0.7412527203559875,0.6088557243347168,0.12909387052059174,0.6809019446372986,0.547211229801178
6,0.0010000000474974513,0.0944051444530487,0.7661442756652832,0.6413896679878235,0.09029143303632736,0.7790026664733887,0.6585144400596619
7,0.0010000000474974513,0.0877184197306633,0.7831302285194397,0.6612147092819214,0.10877010971307755,0.7321006655693054,0.5973753929138184
8,0.0010000000474974513,0.08189205825328827,0.7974396347999573,0.6803113222122192,0.22829043865203857,0.4319605231285095,0.30883505940437317
9,0.0010000000474974513,0.07872790843248367,0.8052158951759338,0.6915417313575745,0.08485453575849533,0.7927427887916565,0.6758708357810974
10,0.0010000000474974513,0.07438220083713531,0.816201388835907,0.7057031393051147,0.08604632318019867,0.7891057133674622,0.6713743209838867
11,0.0010000000474974513,0.07198883593082428,0.8220629096031189,0.7145020961761475,0.06801801174879074,0.8336650133132935,0.7307122945785522
12,0.0010000000474974513,0.06884471327066422,0.8297213912010193,0.7240382432937622,0.07325773686170578,0.8201018571853638,0.70998615026474
13,0.0010000000474974513,0.06833299249410629,0.8307521939277649,0.7261127233505249,0.06758823245763779,0.8341212272644043,0.7301688194274902
14,0.0010000000474974513,0.06465256959199905,0.8400678038597107,0.7392573952674866,0.06302322447299957,0.8457348346710205,0.7483817338943481
