epoch,learning_rate,loss,mean_f1,mean_iou,val_loss,val_mean_f1,val_mean_iou
0,0.0010000000474974513,0.3877432346343994,0.0014052442274987698,0.0013135668123140931,0.38785678148269653,3.470579379438732e-11,1.735290036664061e-11
1,0.0010000000474974513,0.3602820932865143,0.07653284072875977,0.04590972512960434,0.3879392445087433,7.179371459642425e-05,3.62278769898694e-05
2,0.0010000000474974513,0.33492735028266907,0.15515705943107605,0.09283602237701416,0.37775909900665283,0.036484528332948685,0.019512807950377464
3,0.0010000000474974513,0.32309308648109436,0.18750984966754913,0.11350177228450775,0.3929005563259125,0.004662171937525272,0.00246807630173862
4,0.0010000000474974513,0.31041818857192993,0.21962037682533264,0.13555224239826202,0.3304251730442047,0.16955801844596863,0.10026124119758606
5,0.0010000000474974513,0.29921749234199524,0.24817121028900146,0.15443161129951477,0.3058449923992157,0.238569974899292,0.14821961522102356
6,0.0010000000474974513,0.28684094548225403,0.27985045313835144,0.17880965769290924,0.3124091327190399,0.214364692568779,0.13211417198181152
7,0.0010000000474974513,0.2770974934101105,0.30504217743873596,0.1970711201429367,0.3258187770843506,0.17710503935813904,0.10776269435882568
8,0.0010000000474974513,0.26124483346939087,0.34569311141967773,0.2278054803609848,0.3119508624076843,0.21352145075798035,0.1329343318939209
9,0.0005000000237487257,0.23709718883037567,0.40755319595336914,0.2783566415309906,0.3243663012981415,0.17922277748584747,0.10956687480211258
10,0.0005000000237487257,0.2345653772354126,0.41478288173675537,0.28333455324172974,0.2527088522911072,0.37616166472435,0.25305381417274475
11,0.0005000000237487257,0.22108151018619537,0.4488666355609894,0.312197208404541,0.24660520255565643,0.38376039266586304,0.25830599665641785
12,0.0005000000237487257,0.20004557073116302,0.5028609037399292,0.3583851754665375,0.2302531749010086,0.42440101504325867,0.29296448826789856
13,0.0005000000237487257,0.18086235225200653,0.5516912937164307,0.4033104181289673,0.1838088035583496,0.5449848771095276,0.3976578712463379
14,0.0005000000237487257,0.1683991402387619,0.5830323100090027,0.4329337477684021,0.16583244502544403,0.590266764163971,0.4437568783760071
