epoch,learning_rate,loss,mean_f1,mean_iou,val_loss,val_mean_f1,val_mean_iou
0,0.0010000000474974513,0.3924714922904968,0.0016031957929953933,0.0014129795599728823,0.3875437080860138,2.558304913691245e-05,1.2807862731278874e-05
1,0.0010000000474974513,0.3832394480705261,8.255383363575675e-07,4.129377941808343e-07,0.38425081968307495,3.475401563757252e-11,1.737700781878626e-11
2,0.0010000000474974513,0.3781694769859314,0.02212136797606945,0.012970328330993652,0.5960406064987183,0.0036959226708859205,0.0018627869430929422
3,0.0010000000474974513,0.3540947139263153,0.09348969906568527,0.05529873073101044,0.38465842604637146,0.008421913720667362,0.004399422090500593
4,0.0010000000474974513,0.34148380160331726,0.13752266764640808,0.08131507784128189,0.35903841257095337,0.132046177983284,0.07557905465364456
5,0.0010000000474974513,0.33541983366012573,0.15622149407863617,0.0927204042673111,0.3911728858947754,0.0033169686794281006,0.001759377191774547
6,0.0010000000474974513,0.32705941796302795,0.17764945328235626,0.10702019184827805,0.3807913362979889,0.027644768357276917,0.01456217747181654
7,0.0010000000474974513,0.3192491829395294,0.19643859565258026,0.11918354034423828,0.3775961697101593,0.049379389733076096,0.02667718380689621
8,0.0005000000237487257,0.3029806315898895,0.2384951263666153,0.1486903876066208,0.36086228489875793,0.08825242519378662,0.04939814284443855
9,0.0005000000237487257,0.2877463698387146,0.27832964062690735,0.1774173229932785,0.3703870177268982,0.0589594766497612,0.03309335932135582
10,0.0005000000237487257,0.29630425572395325,0.25545620918273926,0.16131985187530518,0.36567604541778564,0.0716388002038002,0.0401490144431591
