epoch,learning_rate,loss,mean_f1,mean_iou,val_loss,val_mean_f1,val_mean_iou
0,0.0010000000474974513,0.402328222990036,0.0007926495163701475,0.00039816234493628144,0.4188005030155182,3.462173950308234e-11,1.7310871486264645e-11
1,0.0010000000474974513,0.38524535298347473,3.8906652205517034e-11,1.9613618021385726e-11,0.3887162208557129,3.4633400314287854e-11,1.7316700157143927e-11
2,0.0010000000474974513,0.3835219740867615,0.0001477127952966839,7.470320269931108e-05,0.3867121636867523,3.468217379953842e-11,1.7341088634492685e-11
3,0.0010000000474974513,0.3830777406692505,0.0031808996573090553,0.0016996549675241113,0.3872922956943512,3.467372569621041e-11,1.733686458282868e-11
4,0.0005000000237487257,0.38063591718673706,0.018882064148783684,0.010914484970271587,0.3872474431991577,0.004445712082087994,0.0022881804034113884
5,0.0005000000237487257,0.3686966300010681,0.06182996556162834,0.03675760328769684,0.38279643654823303,0.008656280115246773,0.004588222596794367
6,0.0005000000237487257,0.3581484854221344,0.08376182615756989,0.049723897129297256,0.3665928840637207,0.06005418673157692,0.03512483835220337
7,0.0005000000237487257,0.35177674889564514,0.08883155882358551,0.05415638908743858,0.3572588264942169,0.0766364112496376,0.0457526296377182
8,0.0005000000237487257,0.33843788504600525,0.13088737428188324,0.08036019653081894,0.36510151624679565,0.05553962662816048,0.030845006927847862
9,0.0005000000237487257,0.3375568985939026,0.15062309801578522,0.09059273451566696,0.38829076290130615,0.004471010062843561,0.002335246652364731
10,0.0005000000237487257,0.3457100987434387,0.12545745074748993,0.0741582065820694,0.3915562629699707,0.0011832775780931115,0.0006100209429860115
11,0.0002500000118743628,0.3287056088447571,0.1763133853673935,0.10591793805360794,0.3811558783054352,0.01965518854558468,0.010357455350458622
12,0.0002500000118743628,0.3336409330368042,0.16170655190944672,0.09567835927009583,0.3423859775066376,0.14461180567741394,0.08327644318342209
13,0.0002500000118743628,0.32066264748573303,0.19648884236812592,0.11900851875543594,0.35657578706741333,0.09332491457462311,0.051361024379730225
14,0.0002500000118743628,0.3195780813694,0.19997891783714294,0.12005416303873062,0.3330250084400177,0.16493000090122223,0.09659290313720703
